,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
1834,Syunmei Espresso Blend,Kasasagi Coffee Roasters,Medium-Light,Taiwan,Ethiopia,Panama,8.0,92,2022-06-01,"Evaluated as espresso. Richly sweet-tart. Bing cherry, dark chocolate, fir, almond, gardenia in aroma and small cup. Crisp, velvety mouthfeel; chocolaty, wood-toned finish. Notes of dark chocolate and gardenia lead in cappuccino-scaled milk.",A blend of coffees from four origins roasted for espresso applications. Kasasagi is a Taiwan-based company that specializes in roasting “Japanese-style” coffees. Visit https://www.facebook.com/Kasasagicoffee/ for more information.,"A friendly, accessible espresso blend with tart fruit and dark chocolate notes. Especially attractive in cappuccino format."
1835,Peru Gesha,SkyTop Coffee,Medium-Light,United States,Pacaybamba Growing Region,Peru,8.82,94,2022-05-01,"Complex, multi-layered, richly aromatic. Blood orange, wisteria, black sage, dried apricot, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, silky-smooth mouthfeel. The resonant finish centers around notes of dried apricot and black sage.","Produced by Feliciano Huayllas Candia of Kukipata Belen Farm entirely of the admired Gesha (also spelled Geisha) variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). This coffee took 11th place in the 2021 Peru Cup of Excellence Competition. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A high-toned, spice-driven, very floral Peru Gesha cup. A good value for this impressive, rare, usually expensive coffee variety. "
1836,Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,Taster's Coffee,Light,Taiwan,San Lorenzo,Saraguro,9.35,95,2022-05-01,"Aromatically exhilarating, deeply sweet-savory. Concord grape, hop flowers, pineapple saltwater taffy, cashew brittle, black sage in aroma and cup. Savory-leaning structure with winey acidity; full, syrupy mouthfeel. Crisp, bittersweet finish.","Produced by Juan Peña, of Hacienda La Papaya, entirely of the Sidra variety of Arabica, and processed by an experimental 168-hour anaerobic process in which the fermentation step is conducted in hermetically sealed vessels. Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.","An integrated, sensorially diverse experimental Ecuador cup characterized by savory floral notes, unabashed fruit, and exciting aromatics."
1837,Santa Elena Colombia Caturra Natural,Hub Coffee Roasters,Medium-Light,United States,Antioquia Department,Colombia,5.73,92,2022-05-01,"Gently sweet-tart, fruit-toned. Dried plum, cocoa nib, fresh-cut oak, lemon verbena, freesia-like flowers in aroma and cup. Delicately tart structure with brisk acidity; crisp, satiny mouthfeel. Cocoa and cedar notes lead the quiet finish.",Produced by Samuel Roldan of Finca Santa Elena entirely of the Caturra variety of Arabica and processed by the natural method (dried in the whole fruit). Hub Coffee Roasters is a specialty roaster focused on single-origin coffees with several cafes in the Reno area. Visit www.hubcoffeeroasters.com for more information.,"An easygoing, approachable natural-processed Colombia cup with a sweetly tart cup profile complicated by hints of cocoa nib and spicy florals."
1838,Decaf Colombia Finca Las Nubes,Hub Coffee Roasters,Medium-Light,United States,Colombia,Antioquia Department,5.29,90,2022-05-01,"Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. Gently drying finish with notes of crisp chocolate and cashew.","Produced at Finca Las Nubes entirely of the Caturra variety of Arabica and processed by the washed method. Decaffeinated using ethyl acetate, an organic compound derived from sugar cane. Hub Coffee Roasters is a specialty roaster focused on single-origin coffees with several cafes in the Reno area. Visit www.hubcoffeeroasters.com for more information.","A balanced, crisply sweet decaffeinated Colombia cup with an especially plush mouthfeel."
1839,Nicaragua Selva Negra,Peach Coffee Roasters,Medium-Light,United States,Matagalpa,Nicaragua,5.29,93,2022-05-01,"Deeply fruity, richly chocolaty. Grape candy, chocolate fudge, magnolia, walnut butter, agave syrup in aroma and cup. Crisply sweet-taert structure with brisk acidity; plush, syrupy mouthfeel. Quietly fruit-toned, chocolaty finish.","Produced at Selva Negra Farm and processed by the natural method (dried in the whole fruit). Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.",A resonant Nicaragua natural cup with a throughline of grape candy and chocolate fudge.
1840,Colombia UVI Cochidas,Peach Coffee Roasters,Medium-Light,United States,Huila Department,Colombia,5.88,93,2022-05-01,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest.","The organization Unblended Ventola Institute (UVI) describes itself as an incubator for young coffee growers to become young coffee entrepreneurs. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.",A fine Colombia cup — sweet-toned with lively citrus and baking spice notes — by a collective that supports emerging farmers.
1841,Panama Finca Deborah Afterglow Geisha Natural,Mute Roaster,Light,China,Volcán Growing Region,Chiriquí Province,61.66,95,2022-05-01,"Nuanced, richly sweet, delicately tart. Pineapple, sage, cocoa nib, wild honey, lilac in aroma and cup. Balanced, bright structure with lively, phosphoric acidity; viscous, silky mouthfeel. The finish is long, harmoniously integrated, flavor-laden.","Produced by Jamison Savage of Finca Deborah entirely from the trees of the celebrated Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Mute Roaster is a specialty coffee roaster based in Macao, China. Visit https://www.facebook.com/muteroaster for more information.","An inviting, harmoniously complex, multi-layered natural Geisha cup with particularly deep, vibrant aromatics. "
1842,Colombia Exótico De Altura,Oak & Bond Coffee Company,Medium-Light,United States,Giraldo,Antioquia,5.29,94,2022-05-01,"Rich-toned, chocolaty, balanced. Dark chocolate, hazelnut butter, blackberry, yuzu, fresh-cut oak in aroma and cup. Deeply sweet structure with gentle, round acidity; plush, satiny-smooth mouthfeel. Particularly rich, complex finish, chocolaty and long.","Produced by smallholding farmers organized around Grupo Giraldo Exótico de Altura, a producer association with 81 members who live in the communities of Sierra, Sierrita y Cuajarón, from trees of the Colombia, Caturra and Castillo varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Oak & Bond is a specialty retail and wholesale coffee roaster based in Charlotte, North Carolina. The company’s name combines “oak,” a reference to its first coffee, a barrel-aged release, and “bond,” referring to the founders’ happy marriage. For more information, visit www.oakandbondcoffee.com.","A multi-layered washed Colombia cup with leading notes of dark chocolate and blackberry — intensely aromatic, balanced, deep."
1843,Ethiopia Dawencho 74110 Natural Espresso,Quartet Kaffe,Medium-Light,Taiwan,Arbegona,Sidama Region,19.84,94,2022-05-01,"Evaluated as espresso. Sweetly tart, juicy, bright. Green apple, sandalwood, dark chocolate, almond brittle, pink grapefruit zest in aroma and small cup. Syrupy, viscous mouthfeel; crisply fruit-toned finish. Elegant and deep in three parts milk, with fruit, dark chocolate and aromatic wood in harmony.","Produced by smallholding farmers entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique specialty coffee. Visit www.facebook.com/QuartetKaffe for more information.","This natural-processed, single-variety Ethiopia, roasted for espresso, offers a tart-leaning, juicy straight shot and a chocolaty and richly wood-framed cappuccino."
1844,Kenya Nyeri Yerihar AA Top Lot 21/01,Atom Coffee Roasters,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,6.55,94,2022-05-01,"Richly sweet, deeply savory. Lilac, black currant, lime zest, tamarind, cedar in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The finish leads with lilac and black currant in the short; lime zest and cedar carry the long.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.","A juicy Kenya cup with deep fruit and florals, supported by a confident sweet-savory structure."
1845,Kenya Washed Kiambu Uklili AB Espresso,Kakalove Cafe,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,5.66,96,2022-06-01,"Evaluated as espresso. Richly sweet-tart, high-toned, deeply aromatic. Dried pomegranate, honeysuckle, dark chocolate, amber, pink grapefruit zest in aroma and small cup. Plush, voluptuous mouthfeel; resonant, flavor-laden finish. Superb in cappuccino-scaled milk: chocolaty and floral-toned.","Produced at Ukili Farm from the admired SL28 and SL34 varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Integrated, balanced, deeply rich, this single-origin Kenya espresso is juicy and bright in the straight shot while impressively chocolaty and floral in milk."
1846,Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Nyeri County,Kenya,6.76,95,2022-06-01,"Berry-driven, complexly sweet-savory. Mulberry, praline, cocoa nib, lilac, tangerine zest in aroma and cup. Brightly sweet-savory structure with juicy, vibrant acidity; full, syrupy-smooth mouthfeel. Resonant, lingering, berry-toned finish, chocolaty and floral.","Produced by smallholding farmers, from trees of the SL28, SL34, Batian and Ruiru varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An elegantly powerful, classically composed Kenya cup with rich aromatics and a range of lively fruit, flowers and chocolate on the palate."
1847,Karamo Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Sidama Growing Region,Ethiopia,5.58,94,2022-06-01,"Crisply sweet-tart. Passion fruit, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Gently tart structure with sweet, high-toned acidity; very smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of lemon verbena and freesia.","Produced by Niguse Gemeda Mude largely from varieties of Arabica indigenous to Ethiopia, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information","A spice-toned, floral-driven natural-processed Ethiopia cup with bright fruit notes and juicy acidity."
